Titre de l'image,Sujets,0,1,2,3,4,5,6,7,8
tt0248012.jpg,[],,,,,,,,,
tt0163978.jpg,"['leonardo', 'dicar']",Leonardo,,,,,,,,
tt0195778.jpg,"['»', 'earth®']",,,,,,,,,
tt0180837.jpg,[],,,,,,,,,
tt0196106.jpg,[],,,,,,,,,
tt0189998.jpg,"['shadow', 'vampire']",shadow,vampire,,,,,,,
tt0183523.jpg,"['sinise', 'ana', 'tim', '”', '|']",Gary,Ana,Robbins,thrill,,,,,
tt0217107.jpg,[],,,,,,,,,
tt0205271.jpg,[],,,,,,,,,
tt0174480.jpg,"['richard', 'ates']",Ate,,,,,,,,
tt0226430.jpg,"['shadow', 'hours']",shadow,hours,,,,,,,
tt0181151.jpg,"['seng', 'kane', 'koller', 'rokemino', '«', 'gdn', '‘', 'anak', 'planet']",planet,,,,,,,,
tt0197096.jpg,[],,,,,,,,,
tt0156812.jpg,[],,,,,,,,,
tt0160797.jpg,[],,,,,,,,,
tt0212346.jpg,"['suva', 'brat', 'lel', 'sandra', 'bullock', 'sores', 'sule']",Suva,seven,three,terror,bullock,sore,comedian,,
tt0208874.jpg,"['oldman', 'joan', 'jeff', 'bridges', 'slater', 'ider', '£', 'thriller', '”']",Gary,Allen,Bridges,Christian,woodlouse,,,,
tt0134847.jpg,[],,,,,,,,,
tt0196216.jpg,"['’', '‘', 'fun', '”', '“', 'allen', 'darrow', 'grant', 'izzard', 'rapaport', 'inp', 'stritch', 'ammo', 'ag']",hysterically,funny_story,crack,good,fun,hilarious,,,
tt0199290.jpg,['joa'],calcium,,,,,,,,
tt0116748.jpg,"['anamor', '¢', 'widescreen']",enhance,,,,,,,,
tt0188160.jpg,[],,,,,,,,,
tt0162222.jpg,['«'],,,,,,,,,
tt0204137.jpg,[],,,,,,,,,
tt0191037.jpg,[],,,,,,,,,
tt0187696.jpg,['hands'],calcium,delay,get,hands,,,,,
tt0219952.jpg,"['john', 'travolta', 'isa', 'kudrow', '@', 'hw', 'mers', 'ru']",toilet,immunoglobulin,,,,,,,
tt0156757.jpg,[],,,,,,,,,
tt0173716.jpg,"['movie', 'year', '”']",movie,year,,,,,,,
tt0210584.jpg,[],,,,,,,,,
tt0213890.jpg,[],,,,,,,,,
tt0144964.jpg,[],,,,,,,,,
tt0213847.jpg,"['rom', 'writer', 'decir', 'arad.strnng', 'cem', 'ariieo']",read-only_memory,writer,,,,,,,
tt0180073.jpg,[],,,,,,,,,
tt0191397.jpg,"['tee', 'lah', 'guys', 'playe', 'dhe']",em,tee,la,guy,,,,,
tt0148421.jpg,"['armand', 'e', 'ch']",vitamin_E,zero,,,,,,,
tt0158622.jpg,[],,,,,,,,,
tt0120202.jpg,"['ges', '‘', 'afium', 'oavio', 'mamet']",three,germanium,degree_Fahrenheit,Mamet,,,,,
tt0191754.jpg,[],,,,,,,,,
tt0186566.jpg,[],,,,,,,,,
tt0167203.jpg,"['kim', 'basinger']",dream,,,,,,,,
tt0207201.jpg,"['omen', 'wane', 'fess', 'december']",omen,ebb,fesse,December,fifteen,,,,
tt0172632.jpg,"['ianholm', 'stanley', 'tucc', ']', '=', 'hopedavis', 'y_', 'sarani', 'ei', 'secreto', 'joe', 'gould', 'dh', 'ane', 'dea', 'ra']",Stanley,,,,,,,,
tt0160009.jpg,[],,,,,,,,,
tt0228750.jpg,"['>', 'proof', 'li', 'december']",proof,lithium,December,,,,,,
tt0250774.jpg,"['bollywood', 'collection', 'bachchan', 'kirte', 'reddy', 'dei']",Bollywood,musical,collection,,,,,,
tt0229260.jpg,[],,,,,,,,,
tt0174336.jpg,[],,,,,,,,,
tt0141399.jpg,"['ype', 'midler', 'item']",item,,,,,,,,
tt0163676.jpg,[],,,,,,,,,
tt0199725.jpg,[],,,,,,,,,
tt0208092.jpg,[],,,,,,,,,
tt0212974.jpg,"['grote', 'oe', 'ee', 'oe']",electrical_engineering,,,,,,,,
tt0230055.jpg,[],,,,,,,,,
tt0144142.jpg,[],,,,,,,,,
tt0236008.jpg,[],,,,,,,,,
tt0164052.jpg,[],,,,,,,,,
tt0200550.jpg,[],,,,,,,,,
tt0250415.jpg,[],,,,,,,,,
tt0247196.jpg,"['pt', 'ee', 'ths']",platinum,electrical_engineering,Thursday,Olivier,,,,,
tt0190138.jpg,"['bruce', 'willis', 'perry']",Bruce,Willis,Matthew,Perry,,,,,
tt0232079.jpg,"['dharmesh', 'darshan']",,,,,,,,,
tt0259974.jpg,"['monsters', 'battles', 'screen']",new,monster,battle,large,screen,,,,
tt0244528.jpg,[],,,,,,,,,
tt0195685.jpg,[],,,,,,,,,
tt0795438.jpg,[],,,,,,,,,
tt0762073.jpg,[],thirst,,,,,,,,
tt0886539.jpg,[],,,,,,,,,
tt0986263.jpg,[],,,,,,,,,
tt0486615.jpg,[],,,,,,,,,
tt0880570.jpg,[],,,,,,,,,
tt1185836.jpg,[],,,,,,,,,
tt0964185.jpg,[],,,,,,,,,
tt1133993.jpg,"['‘', 'wer', 'producer', 'wares', 'njs6enlight']",manufacturer,ware,,,,,,,
tt1278447.jpg,[],,,,,,,,,
tt1239427.jpg,[],,,,,,,,,
tt0386117.jpg,[],,,,,,,,,
tt0768239.jpg,[],,,,,,,,,
tt0844479.jpg,['collectgr'],,,,,,,,,
tt1144884.jpg,"['rest', 'pleces', 'destination', 'august', 'ai']",remainder,final,finish,August,Army_Intelligence,,,,
tt1193138.jpg,"['george', 'clooney', 'inthe', 'air']",George,air,,,,,,,
tt0438488.jpg,"['cinemas', 'june']",film,June,three,,,,,,
tt1343362.jpg,[],,,,,,,,,
tt1185376.jpg,[],,,,,,,,,
tt1327035.jpg,[],,,,,,,,,
tt1055369.jpg,[],,,,,,,,,
tt1034032.jpg,[],,,,,,,,,
tt0785006.jpg,[],,,,,,,,,
tt0834001.jpg,[],,,,,,,,,
tt0762105.jpg,"['valentine', 'day']",valentine,day,,,,,,,
tt1152836.jpg,"['v', 'america', '’', 'enemies']",volt,United_States,desire,populace,enemy,film,July,one,
tt1300851.jpg,['mg'],milligram,,,,,,,,
tt1130080.jpg,[],,,,,,,,,
tt1324059.jpg,[],,,,,,,,,
tt1334510.jpg,['ley'],seven,pasture,,,,,,,
tt0962736.jpg,[],,,,,,,,,
tt1127715.jpg,[],,,,,,,,,
tt1078588.jpg,[],,,,,,,,,
tt1433540.jpg,[],,,,,,,,,
tt1274295.jpg,[],,,,,,,,,
tt1230414.jpg,"['meryl', 'streep', 'martin', 'alec', 'peel', '¥', 'something', 'christmas', 'day']",Streep,Martin,Peel,,,,,,
tt1237838.jpg,[],,,,,,,,,
tt0436339.jpg,[],,,,,,,,,
tt0361748.jpg,"['basterd', '’', 'work']",work,never,make,,,,,,
tt1458939.jpg,[],,,,,,,,,
tt1587426.jpg,"['tera', 'mera', 'ki', 'rishta', 'ae', 'ie', 'fom', 'oe', 'csl', 'sc', 'msn', 'x', 'cml', 'gn', 'bl', 'aa']",Tera,qi,Internet_Explorer,scandium,,,,,
tt1232207.jpg,"['%', 'coerrauisn', 'pme', '_|', 'sy', 'ie', '“', 'moore']",Moore,Michael,,,,,,,
tt1028581.jpg,"['im', 'j', 'f', '<', 'emialloy', 'zane']",three,joule,two,degree_Fahrenheit,smart,,,,
tt1210071.jpg,"['mikeepps', 'times']",two,times,,,,,,,
tt1092633.jpg,"['nights', 'step', 'brothers']",night,measure,brother,,,,,,
tt1095174.jpg,[],,,,,,,,,
tt1212909.jpg,"['se', 'el']",selenium,elevation,,,,,,,
tt0887966.jpg,[],,,,,,,,,
tt1136608.jpg,"['pistrict', 'ss', '>']",United_States_Secret_Service,fourteen,,,,,,,
tt0473705.jpg,[],,,,,,,,,
tt1093908.jpg,['credit'],ever,desire,recognition,,,,,,
tt0976222.jpg,[],,,,,,,,,
tt1020876.jpg,[],,,,,,,,,
tt1489185.jpg,[],,,,,,,,,
tt1045778.jpg,[],,,,,,,,,
tt0878804.jpg,"['sandra', 'bullock', 'side']",bullock,blind,side,,,,,,
tt1031562.jpg,"['conkea™', 'aos']",,,,,,,,,
tt1095217.jpg,['sree'],,,,,,,,,
tt0452694.jpg,['august'],August,four,,,,,,,
tt1220628.jpg,"['|', 'beer']",hope,serve,beer,,,,,,
tt1197628.jpg,"['world', 'hero']",right,universe,need,hero,,,,,
tt1226271.jpg,['a2'],seven,unite,,,,,,,
tt1333668.jpg,"['iysca', 'heartbreaking', 'mediation', 'mystery', 'autism', 'fla', 'fore', 'yo', 'teh', '‘', 'wamcne']",grievous,profoundly,stirring,mediation,mystery,autism,,,
tt1043451.jpg,[],,,,,,,,,
tt1391544.jpg,[],,,,,,,,,
tt1314228.jpg,[],,,,,,,,,
tt1127896.jpg,"['er', 'trip', 'trs', 'summer']",erbium,toke,trip,summer,,,,,
tt1182345.jpg,['mesnnni.'],,,,,,,,,
tt0790627.jpg,"['pie', 'eus', 'wir', 'hiveas']",pie,europium,hen,,,,,,
tt1247704.jpg,[],,,,,,,,,
tt0362478.jpg,[],,,,,,,,,
tt1114680.jpg,[],,,,,,,,,
tt1078940.jpg,"['e', 'couplesretreat']",vitamin_E,,,,,,,,
tt1097013.jpg,[],,,,,,,,,
tt1263670.jpg,[],,,,,,,,,
tt1220198.jpg,['kind'],fourth,kind,,,,,,,
tt1213585.jpg,[],,,,,,,,,
tt1161418.jpg,[],,,,,,,,,
tt1255951.jpg,['nh'],New_Hampshire,,,,,,,,
tt1326954.jpg,[],,,,,,,,,
tt0380510.jpg,[],,,,,,,,,
tt1148204.jpg,"['something', 'opphan']",wrong,Esther,,,,,,,
tt1058017.jpg,"['emer', 'ceivhs', 'garner', 'hill', 'cow', 'fey', 'fes', '%', 'look', 'fat', '_', 'tare', '’', 'rau', 'time', 'everyone', 'exeryone', 'invention', '|']",Ohio,ten,granary,hill,,,,,
tt1331025.jpg,[],,,,,,,,,
tt0417741.jpg,[],,,,,,,,,
tt1332100.jpg,[],,,,,,,,,
tt1433905.jpg,[],,,,,,,,,
tt1337051.jpg,"['police', 'adjective', '*']",police,adjective,,,,,,,
tt1230448.jpg,[],,,,,,,,,
tt1155056.jpg,"['paul', 'rudd', 'jason', 'segel', 'llove']",Paul,rudd,Jason,,,,,,
tt1121931.jpg,[],,,,,,,,,
tt1178663.jpg,[],,,,,,,,,
tt1252595.jpg,"['intriguing', 'lush', 'ee', 'ie', '‘', 'film', 'treut', 'seoucto', 'thc', 'cruel', 'woman', 'ae']",intrigue,intrigue,romantic,alcoholic,electrical_engineering,Internet_Explorer,ghost,,
tt1254696.jpg,[],,,,,,,,,
tt1278340.jpg,[],,,,,,,,,
tt1054606.jpg,[],,,,,,,,,
tt0815245.jpg,[],,,,,,,,,
tt1339268.jpg,[],,,,,,,,,
tt0457400.jpg,['ferrell'],,,,,,,,,
tt1132193.jpg,"['©', 'iy']",ignoble,,,,,,,,
tt1156398.jpg,[],,,,,,,,,
tt0458525.jpg,[],,,,,,,,,
tt1041829.jpg,"['sandra', 'bullock', 'ryan', 'reynolds']",bullock,Reynolds,,,,,,,
tt1189076.jpg,[],,,,,,,,,
tt1339043.jpg,[],,,,,,,,,
tt1391871.jpg,[],,,,,,,,,
tt1190080.jpg,[],,,,,,,,,
tt1091229.jpg,[],,,,,,,,,
tt1231580.jpg,[],,,,,,,,,
tt1503769.jpg,['collapse'],collapse,,,,,,,,
tt1228953.jpg,"['th', 'te', 'sereenwriter', 'wrestler', '‘', 'ark', 'aay', 'paton', 'dw', 'evin', 'corrigan', 'jean', 'kurtz', 'eae', 'cg', 'tw', 'mi', 'whmbigtammoyie.com']",Thursday,direct,tellurium,wrestler,Ark,,,,
tt0775552.jpg,[],,,,,,,,,
tt0327597.jpg,"['e', '..', 'gra', 'e']",vitamin_E,,,,,,,,
tt0821640.jpg,[],,,,,,,,,
tt1476251.jpg,"['donkey', 'punch', '‘', 'intimacy']",donkey,punch,afraid,familiarity,,,,,
tt1280011.jpg,[],,,,,,,,,
tt1032815.jpg,[],,,,,,,,,
tt0913354.jpg,[],,,,,,,,,
tt1100119.jpg,[],,,,,,,,,
tt0898367.jpg,"['viggo', 'pearce', 'theron']",,,,,,,,,
tt1190536.jpg,['sight'],superintendent,bad,sight,,,,,,
tt0421237.jpg,[],,,,,,,,,
tt1532957.jpg,"['ad', 'son-father', 'story']",ad,narrative,,,,,,,
tt0498329.jpg,[],,,,,,,,,
tt0960741.jpg,"['beginning', 'ee', 'hc', 'nee', 'cg', 'ame', 'ar', 'sys', 'fia', '=e', '=', 'ep']",survive,beginning,electrical_engineering,en,nee,neodymium,,,
tt1242782.jpg,[],,,,,,,,,
tt1326204.jpg,"['ge', 'ge', 'price', 'oil']",germanium,petroleum,real_number,monetary_value,oil,,,,
tt1103982.jpg,['ie'],Internet_Explorer,,,,,,,,
tt0780521.jpg,['~'],seven,,,,,,,,
tt0891592.jpg,[],,,,,,,,,
tt1226774.jpg,"['peter', 'capaldi', 'tom', 'hollander', 'ima', 'mekee', 'james']",Peter,Tom,Netherlander,James,,,,,
tt1114740.jpg,[],,,,,,,,,
tt1085515.jpg,[],,,,,,,,,
tt1131729.jpg,[],,,,,,,,,
tt0924129.jpg,[],,,,,,,,,
tt1038043.jpg,"['gael', 'michelle', 'williams', 'moodysson', 'le', '¢', 'ba_k']",Gael,Williams,lupus_erythematosus,,,,,,
tt0806203.jpg,"['lou', 'tyiok', 'cis', 'ret', 'oay', 'pucci', 'pe', 'pakato', 'vancam', 'lor', 'carriers']",Commonwealth_of_Independent_States,ret,pe,,,,,,
tt1241316.jpg,"['—s', '|', '|']",red,afraid,,,,,,,
tt0936471.jpg,"['ml', 'gansvl', 'fy']",milliliter,seven,,,,,,,
tt1172994.jpg,[],,,,,,,,,
tt1259571.jpg,[],,,,,,,,,
tt1234548.jpg,[],,,,,,,,,
tt1233227.jpg,[],,,,,,,,,
tt0865559.jpg,"['star', 'fat', 'wedding', '’', 'greece', '‘', 'theatres', '@']",star,large,fat,Greek,wedding,finally,departure,Greece,
tt0913425.jpg,"['el', 'deseo', 'presents', 'film', 'almodovar']",elevation,present,movie,,,,,,
tt1046173.jpg,[],,,,,,,,,
tt0821642.jpg,[],,,,,,,,,
tt0493451.jpg,[],,,,,,,,,
tt1105512.jpg,[],,,,,,,,,
tt1190858.jpg,[],,,,,,,,,
tt1230130.jpg,[],,,,,,,,,
tt1075417.jpg,"['race', 'ison']",race,,,,,,,,
tt0765010.jpg,['brothers'],brother,,,,,,,,
tt0499549.jpg,[],,,,,,,,,
tt1111422.jpg,"['»', '€', '=', '~~', 'en', '—', 'vs']",pickings,en,,,,,,,
tt1122836.jpg,[],,,,,,,,,
tt1187044.jpg,['family'],lupus_erythematosus,family,,,,,,,
tt1019452.jpg,['man'],serious,man,,,,,,,
tt1078912.jpg,[],,,,,,,,,
tt0875034.jpg,[],,,,,,,,,
tt1313104.jpg,[],,,,,,,,,
tt1186367.jpg,['ninja'],ninja,assassin,,,,,,,
tt1132588.jpg,[],,,,,,,,,
tt1072437.jpg,"['blood', 'fuel', '‘', 'tree', 'film']",blood,like,fuel,dream,tree,movie,,,
tt1531706.jpg,"['cravtet', 'drec', '=', '>', '=', '“', '_']",seven,erbium,,,,,,,
tt1377278.jpg,"['debby', 'pe']",two,pe,,,,,,,
tt1458956.jpg,[],,,,,,,,,
tt1547651.jpg,[],,,,,,,,,
tt0796366.jpg,"['star', 'nm']",star,nanometer,,,,,,,
tt0838241.jpg,"['pool', 'aodrgoe', 'drdec', 'yam', 'doak', 'sheler', 'terry', 'kee', 'sireet', 'dreams']",pool,Ob,yam,Terry,,,,,
tt1057500.jpg,"['damon', 'invictus']",freeman,Damon,,,,,,,
tt1385824.jpg,[],,,,,,,,,
tt1328634.jpg,[],,,,,,,,,
tt1172233.jpg,[],,,,,,,,,
tt0806027.jpg,[],,,,,,,,,
tt1186370.jpg,['spies'],spy,,,,,,,,
tt1161064.jpg,"['tid', 'super']",superintendent,,,,,,,,
tt1119646.jpg,"['ts', 'capitis']",thymine,feel,June,five,,,,,
tt1144541.jpg,[],,,,,,,,,
tt1275863.jpg,"['c', '”', 'aa', 'gal', '‘', 'shes']",iron,degree_centigrade,aa,gallon,,,,,
tt0780511.jpg,[],,,,,,,,,
tt1144804.jpg,[],,,,,,,,,
tt0870984.jpg,[],,,,,,,,,
tt1174041.jpg,[],,,,,,,,,
tt0790712.jpg,[],,,,,,,,,
tt1144551.jpg,[],,,,,,,,,
tt1022603.jpg,[],,,,,,,,,
tt1315981.jpg,"['fee', 'colin', 'firth', 'julianne', 'moore', 'asingle', 'man']",fee,Firth,Moore,man,,,,,
tt0450405.jpg,"['cae', 'vampire', '‘', 'assistant']",en,vampire,reticuloendothelial_system,assistant,,,,,
tt1001540.jpg,[],,,,,,,,,
tt0913413.jpg,"['jason', 'schwartzman', 'stiller']",Jason,ben,inactive,,,,,,
tt1187043.jpg,[],,,,,,,,,
tt0974661.jpg,['youre'],say,young,,,,,,,
tt1185442.jpg,[],,,,,,,,,
tt0375568.jpg,[],,,,,,,,,
tt0892904.jpg,[],,,,,,,,,
tt1326972.jpg,['version'],master,International,version,,,,,,
tt1174732.jpg,[],,,,,,,,,
tt1193630.jpg,[],,,,,,,,,
tt0899106.jpg,"['jennifer', 'aniston', '‘', 'hae']",Aaron,Eckhart,sometimes,least,expect,,,,
tt1131734.jpg,"['amanda', 'shes', 'stxool', 'evn', 'jennifer', 'body']",fox,evil,yokel,,,,,,
tt0457355.jpg,[],,,,,,,,,
tt0432283.jpg,"['°a', 'movie', 'groundbreaking.', '-proof', 'animation', '’']",movie,deserve,name,,,,,,
tt1187041.jpg,"['answer', 'man']",answer,man,,,,,,,
tt1127221.jpg,"['va', 'e', '@', 'ie', '=', '©', 'f']",Virginia,vitamin_E,Internet_Explorer,degree_Fahrenheit,,,,,
tt1196165.jpg,"['harmony', 'comedy', 'earn']",harmony,comedy,gain,,,,,,
tt1160368.jpg,"['al', 'tas']",aluminum,tantalum,,,,,,,
tt1217616.jpg,"['mie', 'endgame', 'patriot', '=', 'terlorse', 'negoiiator', 'peacenaker']",endgame,patriot,,,,,,,
tt1127180.jpg,[],,,,,,,,,
tt0988045.jpg,[],,,,,,,,,
tt1049400.jpg,[],,,,,,,,,
tt1035736.jpg,[],,,,,,,,,
tt1129445.jpg,"['swank', 'richard', 'gere']",chic,,,,,,,,
tt1124388.jpg,[],,,,,,,,,
tt1197624.jpg,['ngo'],nongovernmental_organization,citizen,,,,,,,
tt1201167.jpg,"['seth', 'mann', 'fun', 'people', ']']",Seth,Mann,fun,people,,,,,
tt1229827.jpg,"['®', 'jonas', 'brothers', 'concert', 'experience']",brother,zero,concert,,,,,,
tt1153706.jpg,"['wayans', 'brothers', '*', 'dance', 'flick']",brother,dance,flick,,,,,,
tt1220220.jpg,[],,,,,,,,,
tt1352852.jpg,[],,,,,,,,,
tt0976238.jpg,"[""jobn'travolta"", 'robinwilliams']",,,,,,,,,
tt1440770.jpg,['puauatias'],,,,,,,,,
tt0448011.jpg,[],,,,,,,,,
tt0843876.jpg,[],,,,,,,,,
tt0901476.jpg,"['dene', 'hudson', 'hatiwvay', 'ey']",Internet_Explorer,Hudson,approach,,,,,,
tt1135092.jpg,[],,,,,,,,,
tt0810784.jpg,[],,,,,,,,,
tt1260565.jpg,"['rah', 'pashore', 'e']",nine,vitamin_E,,,,,,,
tt1331064.jpg,[],,,,,,,,,
tt0780567.jpg,"['eddie', 'murphy', 'caughter', 'imagination', 'success', 'imagine']",potato,imagination,secret,zero,success,,,,
tt1134629.jpg,[],,,,,,,,,
tt1185431.jpg,"['renee', '‘', 'zellweger']",,,,,,,,,
tt0492044.jpg,['connecte'],haunt,,,,,,,,
tt1198138.jpg,"['beyonce', 'al', 'lba', 'knowles']",aluminum,,,,,,,,
tt0963178.jpg,[],,,,,,,,,
tt0762125.jpg,[],,,,,,,,,
tt0926380.jpg,['owen'],Owen,,,,,,,,
tt1324078.jpg,[],,,,,,,,,
tt0489049.jpg,"['odds', '\\']",never,Tell,odds,Ohio,one,,,,
tt1326900.jpg,"['moe', 'way', 'handshake', 'change', 'lie']",manner,get,sometimes,return,handshake,change,,,
tt0844471.jpg,[],,,,,,,,,
tt1334479.jpg,"['yoo-hoo', 'mrs', 'goldberg']",Mrs,Goldberg,,,,,,,
tt1229366.jpg,[],,,,,,,,,
tt1212451.jpg,[],,,,,,,,,
tt1127877.jpg,[],,,,,,,,,
tt1151922.jpg,"['¥', 'miss']",girl,March,,,,,,,
tt1396209.jpg,['casino'],anomie,germanium,American,casino,,,,,
tt1292655.jpg,[],,,,,,,,,
tt0881891.jpg,[],,,,,,,,,
tt1142433.jpg,[],,,,,,,,,
tt1039903.jpg,"['id', 'er', 'sme', 'vs', 'ww']",four,rid,five,Idaho,,,,,
tt1176740.jpg,[],,,,,,,,,
tt1074194.jpg,[],,,,,,,,,
tt0838232.jpg,"['inspector', 'clouseau', 'inspect']",back,inspector,inspect,unexpected,,,,,
tt0465580.jpg,"['mses', 'eal', 'abel', 'eomonrosnsou']",multiple_sclerosis,Abel,,,,,,,
tt1142988.jpg,"['theuglytruth', 'july']",July,,,,,,,,
tt1238291.jpg,[],,,,,,,,,
tt1091722.jpg,"['aa', 'director', 'superbad']",aa,director,,,,,,,
tt1049413.jpg,[],,,,,,,,,
tt1007018.jpg,"['ridge', 'road']",ridge,open,road,,,,,,
tt1083456.jpg,"['guys', 'girls', 'math', 'spring']",two,guy,three_hundred,girl,mathematics,get,spring,,
tt1394192.jpg,"['ells', 'suqlution', 'r', 'f']",degree_Fahrenheit,ell,Federal_Aviation_Agency,roentgen,,,,,
tt1247692.jpg,"['kevin', 'spacey', 'doetor', 'ie']",spaced-out,psychiatrist,Internet_Explorer,,,,,,
tt1188729.jpg,"['dennis', 'foster', 'pandorum']",ben,Foster,,,,,,,
tt0960098.jpg,[],,,,,,,,,
tt1135525.jpg,"['slammi', 'com', 'balmo']",,,,,,,,,
tt0365929.jpg,[],,,,,,,,,
tt0847221.jpg,[],,,,,,,,,
tt1015971.jpg,[],,,,,,,,,
tt1225822.jpg,"['ito', 'man', 'tis', 'labor', 'tay', 'creator', 'office', 'space', 'heads']",lodge,man,never,look,titanium,labor,Tay,,
tt1124039.jpg,"['echelon', 'conspiracy']",echelon,conspiracy,,,,,,,
tt0971209.jpg,[],,,,,,,,,
tt1334537.jpg,"['story', '‘', 'emotion', 'dozen', 'studio', 'movies.', '”', 'tobe', '“', 'thisone', 'notsom']",full_moon,narrative,laugh,genuine,homo,emotion,twelve,,
tt1183251.jpg,"['douglas', 'doubt']",Douglas,Kansas,beyond,reasonable,doubt,,,,
tt1080016.jpg,"['ier', 'bee']",one,bee,,,,,,,
tt1388394.jpg,[],,,,,,,,,
tt1082601.jpg,[],,,,,,,,,
tt1114677.jpg,[],,,,,,,,,
tt1001508.jpg,[],,,,,,,,,
tt1262981.jpg,"['bobcat', 'goldthwi', 'robin', 'williams']",direct,bobcat,robin,Williams,,,,,
tt1135487.jpg,[],,,,,,,,,
tt0409459.jpg,['tara'],Tara,,,,,,,,
tt1232783.jpg,[],,,,,,,,,
tt1149362.jpg,['ribbon'],White,ribbon,,,,,,,
tt1477076.jpg,[],,,,,,,,,
tt1433813.jpg,[],,,,,,,,,
tt1564585.jpg,[],,,,,,,,,
tt1183923.jpg,['rileys'],welcome,four,Riley,,,,,,
tt0818098.jpg,[],,,,,,,,,
tt1542344.jpg,"['alr', 'hues', 'millionaire', 'secono', 'counts']",ale,hue,millionaire,every,count,,,,
tt1334260.jpg,[],,,,,,,,,
tt1341167.jpg,[],,,,,,,,,
tt1522857.jpg,"['men', 'fate']",two,work_force,boundary,divide,destiny,,,,
tt1431181.jpg,[],,,,,,,,,
tt0970866.jpg,[],,,,,,,,,
tt1243957.jpg,"['trip', 'th', 'e', 'pei']",perfective,trip,Thursday,vitamin_E,Pei,,,,
tt1020938.jpg,['babies'],baby,,,,,,,,
tt0989757.jpg,[],,,,,,,,,
tt1303803.jpg,"['<', 'stand', '=', '\\', 'theaters', 'gama', 'pace', 'oa']",lupus_erythematosus,fifty-four,base,theater,,,,,
tt1464590.jpg,[],,,,,,,,,
tt1106860.jpg,"['coms', 'ane', 'f']",einsteinium,Ono,one,degree_Fahrenheit,,,,,
tt1711376.jpg,[],,,,,,,,,
tt1562450.jpg,"['stonewall', 'uprising']",stonewall,rebellion,,,,,,,
tt1462054.jpg,"['fa', 'actos', '‘', 'posse', 'letters']",fa,given,posse,letters,,,,,
tt1612279.jpg,"['“', 'die', 'fans', 'daniel', 'cnn', 'ob', 'cn', 'seny', 'space', 'sten', 'hey', 'en', 'ea', 'arin', 'aoe', 'soe', 'ae', 'ge', 'lk']",populate,free,die,fan,Daniel,,,,
tt1196134.jpg,"['liotta', '‘', 'agei', '£', '~']",Allen,weaver,,,,,,,
tt1037705.jpg,"['wasumcron', 'otbman', 'book', 'aeren']",book,,,,,,,,
tt1152822.jpg,"['size', '*', 'jesus', 'camp', 'enron', 'guys', 'room', '‘', '*', 'king', 'kong']",superintendent,size,Jesus,camp,smart,guy,,,
tt1403865.jpg,"['jeff', 'bridges', 'josh', 'brolin', 'coen', 'grit']",Bridges,flatness,Damon,kid,true,grit,,,
tt1307858.jpg,"['people', 'g0', 'movie', 'ws', 'irae', 'rr', '@', 'peacheschrist.com']",people,get,movie,tungsten,,,,,
tt1385867.jpg,[],,,,,,,,,
tt1175709.jpg,"['~s', 'ps', 'cbm', 'bey', 'lara', 'gq', '@', 'ssp']",postscript,nanogram,bey,Doctor_of_Optometry,,,,,
tt0427152.jpg,[],,,,,,,,,
tt0808510.jpg,[],,,,,,,,,
tt1540814.jpg,[],,,,,,,,,
tt1334470.jpg,[],,,,,,,,,
tt1386588.jpg,"['ferrell', 'mark', 'wahlberg']",mark,,,,,,,,
tt1361313.jpg,"['man', 'comedy']",man,five,pot,new,comedy,,,,
tt0493949.jpg,[],,,,,,,,,
tt1568150.jpg,[],,,,,,,,,
tt1549571.jpg,[],,,,,,,,,
tt1394211.jpg,"['gy', 'film', 'movement', 'presents', 'comedy', 'seamless', 'helena', 'thewedding', '«', 'www', 'filmmovement.com']",gray,movie,motion,present,aglow,comedy,seamless,,
tt1562904.jpg,"['carna', '\\vhem', 'savagery', '..', 'j', 'professor', ""can't/handle"", '‘', 'film', 'glenn', 'berggoetz']",savageness,electrical_engineering,joule,professor,die,,,,
tt0947798.jpg,[],,,,,,,,,
tt1559549.jpg,[],,,,,,,,,
tt1126618.jpg,"['rachel', 'mcadams']",Rachel,,,,,,,,
tt1321865.jpg,['cralos'],,,,,,,,,
tt1307861.jpg,[],,,,,,,,,
tt0815236.jpg,"['aq', 'gofora']",five,,,,,,,,
tt1482991.jpg,[],,,,,,,,,
tt1139328.jpg,"['aa', 'fw', 'cicot—', 'percearosum', 'ou', 'lns']",aa,,,,,,,,
tt1562859.jpg,[],,,,,,,,,
tt1308165.jpg,"['hart', 'sex', 'h', '|']",Hart,sexual_activity,hydrogen,,,,,,
tt1399683.jpg,[],,,,,,,,,
tt1226273.jpg,"['sea', 'bias', 'eee', 'iene', 'gn', 'es', 'oe', '‘', 'hacer', 'amo', 'ee']",selenium,sea,bias,einsteinium,,,,,
tt1126591.jpg,"['christina', 'thanksgiving']",Thanksgiving,,,,,,,,
tt1287468.jpg,[],,,,,,,,,
tt1667838.jpg,[],,,,,,,,,
tt1185416.jpg,"['bialvon', 'tor', 'tie', 'kmeecewiet']",ever,wish,tor,necktie,,,,,
tt1341188.jpg,"['—', 'comedy', 'writer-drector', 'james', 'brooks']",afresh,comedy,James,Brooks,,,,,
tt1302067.jpg,[],,,,,,,,,
tt1244754.jpg,['conviction'],conviction,,,,,,,,
tt0473075.jpg,[],,,,,,,,,
