CLI_ID,UNIVERS,MOIS_VENTE,FAMILLE,MAILLE,"('PRIX_NET', 'min')","('PRIX_NET', 'max')","('PRIX_NET', 'mean')"
991518735,VIS_SOIN LEVRES,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,0.95,14.9,7.675000000000001
991518743,HYG_DOUCHE PLAISIRNATURE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.8,9.95,3.0625
991518759,CORPS_HYDRA NOURRISANT,11,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.95,7.9,4.45
991518767,PARF_PARF ET EAU DE PARF,7,PARFUMAGE,PARF_PARFUM,18.0,18.0,18.0
991518775,MAQ_ONG Vernis CN,9,MAQUILLAGE,MAQ_ONGLES,3.5,4.95,4.1875
991518783,VIS_TRAIT AAAR,10,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,1.95,14.5,6.133333333333333
991518791,VIS_SOIN LEVRES,5,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.66,15.9,5.225
991518808,MAQ_YEUX Crayons,3,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,1.95,1.95
991518824,MAQ_YEUX Mascara Vertige,6,MAQUILLAGE,MAQ_YEUX_MASCA_HG,9.95,9.95,9.95
991518858,MAQ_YEUX Crayons,12,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.5,6.45,2.9222222222222225
991518866,VIS_DEMAQ Jeunes Specifique,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.45,9.0,6.0875
991518907,MAQ_TEINT Font teint,9,MAQUILLAGE,MAQ_TEINT,1.95,9.95,4.9875
991518957,MAQ_YEUX Eyeliner,7,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,3.95,6.45,5.2
991518999,VIS_CJOUR Jeunes Specifique,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,11.95,7.266666666666666
991519014,MAQ_LEV BRILLANT,11,MAQUILLAGE,MAQ_LEV_BASPRIX,1.95,12.95,4.245833333333334
991519022,VIS_TRAIT AAAR,1,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,1.95,9.95,4.5125
991519030,VIS_SOIN LEVRES,10,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,5.0,5.0,5.0
991519064,MAQ_LEV RAL Lum4,9,MAQUILLAGE,MAQ_LEV_BASPRIX,1.5,17.95,4.963636363636363
991519080,VIS_SOIN LEVRES,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,3.5,2.375
991519098,CORPS_HYDRA NOURRISANT,7,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.95,30.9,12.739999999999998
991519105,VIS_TRAIT AAAR,12,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,1.95,17.5,7.13
991519121,VIS_DEMAQ PUR,10,SOINS DU VISAGE,VIS_PUR,1.25,5.9,2.375
991519139,CORPS_SOIN DES MAINS,12,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.5,12.25,4.716666666666667
991519147,MAQ_LEV RAL Lum4,4,MAQUILLAGE,MAQ_LEV_BASPRIX,5.95,5.95,5.95
991519155,CAP_AP SHAMP,9,CAPILLAIRES,CAPILLAIRE_AUTRE,2.5,39.9,9.180769230769231
991519189,HYG_DOUCHE HAMMAM,1,HYGIENE,HYG_AUTRES,5.0,5.45,5.225
991519204,MAQ_YEUX Mascara Specifique,3,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,6.95,18.5,12.725
991519270,VIS_CJOUR PUR,1,SOINS DU VISAGE,VIS_PUR,1.5,5.0,3.2875
991519311,PARF_PARF ET EAU DE PARF,1,PARFUMAGE,PARF_PARFUM,26.5,26.5,26.5
991519337,MAQ_ONG Vernis LUM,8,MAQUILLAGE,MAQ_ONGLES,0.95,14.95,4.8088235294117645
991519379,PARF_PARF ET EAU DE PARF,2,PARFUMAGE,PARF_PARFUM,2.95,31.8,17.375
991519387,CORPS_SOIN PIEDS ET JAMBES,5,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.0,15.9,4.037037037037037
991519395,CORPS_SOIN PIEDS ET JAMBES,1,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,3.75,4.95,4.35
991519402,VIS_MASQUE Jeunes Specifique,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.95,3.95,3.2833333333333337
991519428,CAP_SHAMP TRAITANT,6,CAPILLAIRES,CAPILLAIRE_SHAMPOING,1.9,7.9,3.927777777777778
991519436,HYG_DOUCHE JARDINMONDE,1,HYGIENE,HYG_JDM,1.0,4.5,2.5083333333333333
991519444,VIS_CJOUR Jeunes Specifique,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,5.0,10.9,7.283333333333334
991519452,MAQ_ONG AUTRES,4,MAQUILLAGE,MAQ_ONGLES,1.5,9.95,4.56875
991519478,HYG_DOUCHE JARDINMONDE,1,HYGIENE,HYG_JDM,2.5,3.0,2.75
991519494,HYG_DOUCHE PLAISIRNATURE,6,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,2.95,10.95,5.65
991519527,MAQ_YEUX Stylos,4,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,9.95,7.2749999999999995
991519569,VIS_MASQUE Jeunes Specifique,9,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,6.95,3.80625
991519585,HYG_DOUCHE PLAISIRNATURE,5,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.0,25.8,8.178571428571429
991519593,CAP_SHAMP TSCHEVEUX,7,CAPILLAIRES,CAPILLAIRE_SHAMPOING,2.45,2.45,2.45
991519618,CORPS_LAIT HUILE PARFUMS,1,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,3.95,19.95,8.73235294117647
991519626,MAQ_YEUX Mascara Elixir,12,MAQUILLAGE,MAQ_YEUX_MASCA_HG,9.95,11.45,10.7
991519634,VIS_MASQUE Jeunes Specifique,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.95,4.95,4.95
991519642,VIS_LOTIONS Jeunes Specifique,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.0,12.9,8.457142857142857
991519650,VIS_CJOUR Jeunes Specifique,10,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.95,5.45,4.7
991519668,MAQ_ONG AUTRES,7,MAQUILLAGE,MAQ_ONGLES,1.8,9.9,4.508823529411765
991519676,VIS_SOIN HOMMES,10,SOINS DU VISAGE,VIS_HOMMES,3.5,13.65,7.366666666666667
991519684,CORPS_SOIN DES MAINS,5,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.95,7.95,4.783333333333333
991519692,MAQ_YEUX Mascara Elixir,9,MAQUILLAGE,MAQ_YEUX_MASCA_HG,1.5,14.95,4.811111111111111
991519717,VIS_SOIN LEVRES,5,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.5,2.5,2.5
991519725,CORPS_HYDRA NOURRISANT,8,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,5.0,5.0,5.0
991519733,MAQ_YEUX Stylos,8,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,3.95,5.0,4.7125
991519757,VIS_SOIN LEVRES,2,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,10.9,4.4
991519781,HYG_DOUCHE PLAISIRNATURE,11,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.8,3.9,1.8833333333333335
991519830,MAQ_ONG Vernis CN,9,MAQUILLAGE,MAQ_ONGLES,1.0,8.95,4.46375
991519848,VIS_TRAIT AAAR,9,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,9.95,30.9,18.509999999999998
991519856,VIS_SOIN LEVRES,4,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,5.0,2.67
991519880,CORPS_HYDRA NOURRISANT,10,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.25,21.6,9.425
991519905,MAQ_YEUX Stylos,4,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,9.25,4.99375
991519913,MAQ_TEINT Font teint,2,MAQUILLAGE,MAQ_TEINT,1.95,18.0,6.55
991519947,VIS_MASQUE Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,3.35,2.2600000000000002
991519955,MAQ_ONG Vernis LUM,3,MAQUILLAGE,MAQ_ONGLES,1.25,18.0,5.98125
991520020,CORPS_LAIT HUILE PLAISIRNATURE,12,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,1.0,11.7,3.3205128205128207
991520088,MAQ_ONG AUTRES,11,MAQUILLAGE,MAQ_ONGLES,1.95,6.95,4.063888888888889
991520111,MAQ_ONG Vernis LUM,5,MAQUILLAGE,MAQ_ONGLES,1.0,35.9,7.47037037037037
991520187,MAQ_YEUX Mascara SexyPulp,4,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.5,8.95,5.1499999999999995
991520195,HYG_DEO PARFUMS,12,HYGIENE,HYG_PARFUMEE,1.9,19.9,6.464772727272727
991520260,HYG_DOUCHE JARDINMONDE,12,HYGIENE,HYG_JDM,1.5,1.5,1.5
991520294,HYG_DOUCHE JARDINMONDE,8,HYGIENE,HYG_JDM,1.5,1.5,1.5
991520301,VIS_CNUIT AAAR,8,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,1.95,22.75,10.207142857142857
991520319,MAQ_ONG AUTRES,3,MAQUILLAGE,MAQ_ONGLES,3.95,3.95,3.95
991520343,CORPS_SOIN DES MAINS,1,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,0.95,14.95,4.7775
991520369,CORPS_SOIN DES MAINS,12,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.25,14.0,5.115384615384615
991520393,VIS_SOIN LEVRES,2,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,9.75,4.672727272727273
991520400,HYG_DOUCHE JARDINMONDE,6,HYGIENE,HYG_JDM,3.0,6.95,4.7875
991520418,CORPS_SOIN DES MAINS,11,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.25,4.95,2.5949999999999998
991520468,MAQ_TEINT Poudres,4,MAQUILLAGE,MAQ_TEINT,1.65,10.9,4.5600000000000005
991520476,VIS_MASQUE Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.95,12.95,9.116666666666665
991520484,CORPS_EAUX CORPS MONOI,7,SOINS DU CORPS,CORPS_MONOI,1.95,11.95,6.021428571428571
991520517,HYG_DOUCHE JARDINMONDE,12,HYGIENE,HYG_JDM,2.95,3.0,2.966666666666667
991520533,CAP_SHAMP TRAITANT,1,CAPILLAIRES,CAPILLAIRE_SHAMPOING,2.95,2.95,2.95
991520567,HYG_DOUCHE PARFUMS,3,HYGIENE,HYG_PARFUMEE,1.5,18.0,5.513333333333334
991520575,PARF_EAUX PLAISIR NATURE,5,PARFUMAGE,PARF_EDT,1.5,3.5,2.4214285714285713
991520591,MAQ_YEUX Sourcils,12,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.25,9.5,2.7285714285714286
991520640,MAQ_ONG Vernis LUM,2,MAQUILLAGE,MAQ_ONGLES,1.5,3.5,2.36
991520658,MAQ_YEUX Mascara Vertige,4,MAQUILLAGE,MAQ_YEUX_MASCA_HG,12.95,15.8,14.375
991520690,HYG_DOUCHE JARDINMONDE,3,HYGIENE,HYG_JDM,1.95,1.95,1.95
